path	status	reason
__mocks__/lodash-es/isEqual.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
__mocks__/nanoid.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
api/_lib/__tests__/unfurl.test.ts	test-fixture	test or fixture path
api/_lib/unfurl.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
api/_lib/url-safety.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
api/link-preview.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
components.json	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy.env	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/api.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/config.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/html.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/logger.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/publish-error.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/routes.test.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/routes.ts	reviewed	batch 289 last-line length matched; model not tool-verified grok
deploy/server.test.ts	reviewed	batch 290 last-line length matched; model not tool-verified grok
deploy/server.ts	reviewed	batch 290 last-line length matched; model not tool-verified grok
desktop.md	reviewed	batch 290 last-line length matched; model not tool-verified grok
dev.env	reviewed	batch 290 last-line length matched; model not tool-verified grok
doc/DEVELOPMENT_GUIDE.md	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/Dockerfile	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/Dockerfile.ssr	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/docker-compose.example.yml	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/entrypoint-ssr.sh	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/entrypoint.sh	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/nginx-ssr.conf	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/nginx.conf	reviewed	batch 290 last-line length matched; model not tool-verified grok
docker/supervisord-ssr.conf	reviewed	batch 290 last-line length matched; model not tool-verified grok
docs/list-view-flutter-parity.md	reviewed	batch 290 last-line length matched; model not tool-verified grok
index.html	reviewed	batch 290 last-line length matched; model not tool-verified grok
jest.config.cjs	reviewed	batch 291 last-line length matched; model not tool-verified grok
package.json	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright-snapshot.config.ts	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright.bdd.config.ts	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright.config.ts	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/MIGRATION.md	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/app/outline-cache.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/app/sidebar-drop-indicator.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/auth/auth-regressions.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/auth/ldap-login.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/auth/mock-login-flows.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/auth/oidc-login.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/board-grouping-default.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/board-hidden-empty-groups.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/gallery-readonly.feature	reviewed	batch 291 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/gallery-relation-prefill.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/gallery-row-detail-no-stacking.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/list-group-visibility.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/list-readonly.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/nested-database-interoperability.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/published-relation-template.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/published-relation-unpublish.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/published-row-document.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/published-template-multiple-views.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/relation-picker-first-open.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/relation-two-way-desktop-parity.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/row-attribution.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/row-document-member-permission.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/row-document.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/row-page-lifecycle.feature	reviewed	batch 292 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/row-template-relation.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/seeded-nathan-publish-lifecycle.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/database/view-tab-order.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/editor/editor-editing.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/editor/inline-comment.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/editor/mention-search.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/editor/paste-at-cursor.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/editor/toggle-list-publish.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/eva-more-actions-permissions.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/favorite-page.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/full-access-share-management.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/public-to-private-move-access.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/publish-comments-default.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/publish-custom-url.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/published-document-template-dependencies.feature	reviewed	batch 293 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/seeded-role-matrix.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/features/page/share-group-invite.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/features/workspace/space-permission-matrix-management.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/features/workspace/workspace-group-management.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/features/workspace/workspace-reorder.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/features/workspace/workspace-switch-race.feature	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/board-hidden-empty-groups.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/database-row-attribution.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/database-row-document.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/database-view-tab-order.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/editor-editing.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/eva-more-actions-permissions.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/favorite-page.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/full-access-share-management.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/gallery-readonly.steps.ts	reviewed	batch 294 last-line length matched; model not tool-verified grok
playwright/bdd/steps/gallery-relation-prefill.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/gallery-row-detail-no-stacking.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/inline-comment.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/ldap-login.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/list-group-visibility.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/list-readonly.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/mention-search.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/mock-login-flows.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/nested-database-interoperability.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/oidc-login.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/outline-cache.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/paste-at-cursor.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/public-to-private-move-access.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/publish-comments-default.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/publish-custom-url.steps.ts	reviewed	batch 295 last-line length matched; model not tool-verified grok
playwright/bdd/steps/published-document-template-dependencies.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/published-relation-template.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/published-row-document.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/published-template-multiple-views.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/relation-picker-first-open.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/relation-two-way-desktop-parity.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/row-document-member-permission.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/row-page-lifecycle.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/row-template-relation.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/seeded-role-matrix.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/share-group-invite.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/sidebar-drop-indicator.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/space-permission-matrix-management.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/toggle-list-publish.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/workspace-group-management.steps.ts	reviewed	batch 296 last-line length matched; model not tool-verified grok
playwright/bdd/steps/workspace-reorder.steps.ts	reviewed	batch 297 last-line length matched; model not tool-verified grok
playwright/bdd/steps/workspace-switch-race.steps.ts	reviewed	batch 297 last-line length matched; model not tool-verified grok
playwright/e2e/account/account-settings.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-api.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-awareness-dedupe.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-database.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-header.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-notifications.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-persistence.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-priority.spec.ts	test-fixture	test or fixture path
playwright/e2e/account/avatar/avatar-types.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/ai-enabled-flag.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/context-split-navigation.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/more-actions-menu.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/outline-lazy-loading.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/outline-navigation-notification.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/page-icon-upload.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/sidebar-components.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/sidebar-context-stability.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/upgrade-plan.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/view-modal.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/websocket-reconnect.spec.ts	test-fixture	test or fixture path
playwright/e2e/app/workspace-data-loading.spec.ts	test-fixture	test or fixture path
playwright/e2e/auth/login-logout.spec.ts	test-fixture	test or fixture path
playwright/e2e/auth/oauth-login.spec.ts	test-fixture	test or fixture path
playwright/e2e/auth/otp-login.spec.ts	test-fixture	test or fixture path
playwright/e2e/auth/password-login.spec.ts	test-fixture	test or fixture path
playwright/e2e/auth/password-signup.spec.ts	test-fixture	test or fixture path
playwright/e2e/calendar/calendar-basic.spec.ts	test-fixture	test or fixture path
playwright/e2e/calendar/calendar-navigation.spec.ts	test-fixture	test or fixture path
playwright/e2e/calendar/calendar-reschedule.spec.ts	test-fixture	test or fixture path
playwright/e2e/chat/chat-input.spec.ts	test-fixture	test or fixture path
playwright/e2e/chat/chat-provider-stability.spec.ts	test-fixture	test or fixture path
playwright/e2e/chat/create-ai-chat.spec.ts	test-fixture	test or fixture path
playwright/e2e/chat/model-selection-persistence.spec.ts	test-fixture	test or fixture path
playwright/e2e/chat/selection-mode.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/ai-field-generate.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/board-edit-operations.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/board-scroll-stability.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/calendar-edit-operations.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-aggregation.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-basic.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-chart-type.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-date-axis.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-drilldown.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-persistence.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-toggles.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/chart-y-field.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-collab-cache.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-container-open.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-duplicate-cloud.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-file-upload.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-grid-grouping.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-identifier-grouping.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-view-consistency.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-view-delete.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/database-view-tabs.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/duplicate-database-row-doc.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/duplicate-row-doc-content.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/duplicate-row-inline-db.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/field-type-checkbox.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/field-type-checklist.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/field-type-datetime.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/field-type-select.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/field-type-time.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/filter-editors-desktop-parity.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/filter-sort-sync.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/gallery-view-core.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/gallery-view-filter-sort.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/gallery-view-lazy-load.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/gallery-view-preview-meta.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/grid-edit-operations.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/grid-scroll-stability.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/list-view-live-flutter-parity.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/list-view-state-parity.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/list-view.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/person-cell-publish.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/person-cell.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/publish-database-rows.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/publish-database-views.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/relation-cell-refresh.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/relation-cell.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/relation-desktop-parity.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/rollup-cell.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/row-comment.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/row-detail.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/row-document.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/row-operations.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/row-template.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/single-select-column.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/sort-regression.spec.ts	test-fixture	test or fixture path
playwright/e2e/database/sort.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-advanced-select-edit.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-advanced-v070.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-advanced.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-checkbox.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-date-relative.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-date.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-new-row-opens-detail.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-number.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-select.spec.ts	test-fixture	test or fixture path
playwright/e2e/database2/filter-text.spec.ts	test-fixture	test or fixture path
playwright/e2e/database3/field-type-switch.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/advanced/editor_advanced.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-copy.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-layout.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-readonly.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-references.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-regenerate.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-tabs.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/ai-meeting/ai-meeting-title.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/basic/panel_selection.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/basic/text_editing.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/code_block_paste.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/code_block_scroll.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/file-block-upload.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/merge.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/paste_indent.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/blocks/unsupported_block.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/collaboration/tab_sync.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/commands/editor_commands.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/context/editor-panel-stability.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/cursor/editor_interaction.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/editor-basic.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/find-and-replace.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/formatting/markdown-shortcuts.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/formatting/slash-menu-formatting.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/formatting/text_styling.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/lists/editor_lists.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/toolbar/editor_toolbar.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/version-history-database.spec.ts	test-fixture	test or fixture path
playwright/e2e/editor/version-history.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/cloud-duplicate-doc-with-linked-and-inline-db.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-block-duplicate-in-document.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-bottom-scroll-simple.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-bottom-scroll.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-conditions.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-container-embedded-create-delete.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-container-link-existing.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-sidebar-deletion.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/database-sync.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/duplicate-doc-inline-and-linked-db.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/duplicate-doc-linked-db-filter.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/embedded-database.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/embedded-view-isolation.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/legacy-database-slash-menu.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/linked-database-plus-button.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/linked-database-slash-menu.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/database/native-list-block-lifecycle.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/image/copy_image.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/image/download_image.spec.ts	test-fixture	test or fixture path
playwright/e2e/embeded/image/image_toolbar_hover.spec.ts	test-fixture	test or fixture path
playwright/e2e/folder/folder-operations.spec.ts	test-fixture	test or fixture path
playwright/e2e/folder/folder-sidebar.spec.ts	test-fixture	test or fixture path
playwright/e2e/import/multipart-upload.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/breadcrumb-navigation.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/create-delete-page.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/cross-tab-sync.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/delete-page-verify-trash.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/document-sidebar-refresh.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/duplicate-doc-subpage-rewrite.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/duplicate-page.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/edit-page.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/export-pdf.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/import-page.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/lock-page.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/more-page-action.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/move-page-restrictions.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-code.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-complex.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-formatting.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-headings.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-lists.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-plain-text.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/paste/paste-tables.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/publish-document-embedded-database.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/publish-existing-document-embedded-database.spec.ts	test-fixture	test or fixture path
playwright/e2e/page/publish-manage.spec.ts	test-fixture	test or fixture path
